run_id,t_id,response
1706,personal_ap_def,"People with absolute pitch tends to lack the ability to perceive music has a whole, especially in understanding music theory.  "
216,personal_ap_def,Not applicable
226,personal_ap_def,Not Applicable
285,personal_ap_def,Not Applicable
295,personal_ap_def,Not Applicable
303,personal_ap_def,na
288,personal_ap_def,N/A
291,personal_ap_def,Not Applicable
319,personal_ap_def,Most of what I wrote in the previous field about relative pitch applies here too.
32,personal_ap_def,Not Applicable
313,personal_ap_def,"NA"
366,personal_ap_def,Not Applicable
360,personal_ap_def,Not Applicable
371,personal_ap_def,Not Applicable
386,personal_ap_def,an innate ability to remember pitches
395,personal_ap_def,"Absolute pitch is the ability to identify the exact pitch level, usually in relation to 12 TET, of a given pitch. Depending on the person, it may be identifiable through timbre, synesthesia, vocal placement, or other mental tools. Each person who can access absolute pitch does so differently. "
44,personal_ap_def,the ability to identify a pitch without any reference pitch given.
401,personal_ap_def,"something one is given, through exposure at a key period of development and education."
466,personal_ap_def,Absolute pitch is the ability to accurately recognize and produce specific pitches without needing any reference to other pitch structures.
453,personal_ap_def,N/A
489,personal_ap_def,"the ability to produce a pitch without a reference tone or the ability to identify the pitch of a sine wave without a reference tone.\n\nWhen I was in college, I thought I had absolute pitch because I could instantly identify pitches and chords on the piano and other instruments with whose timbre I was quite familiar. When our aural skills professor played something in one key but told us it was in another key, I had to mentally transpose to get the right notes.\n\nBut in the late 1980s and early 1990s I participated in two studies at the University of Illinois on absolute pitch, and I was told by both researchers that, because I was unable to identify tones produced as sine waves, I had only very good relative pitch. Without the upper partials I couldn't do it. I am now in my 60s, and I have more trouble identifying exact pitches than I used to: often I am a half-step off, and sometimes (especially with wind music) I have no clue. I suspect this is due to high-frequency hearing loss.\n\nI know the ability to produce tones without a reference pitch exists, because a member of a choir I directed could do it, but I never could. I think we need more words to describe the various stages of absolute pitch: (1) being able to produce a tone on command; (2) identifying a sine tone on command; (3) identifying tones from instruments with familiar timbres; etc."
486,personal_ap_def,"the application of theoretical constructs (pitch names, frequency designations, etc) to perceptions of singular pitches."
511,personal_ap_def,Not Applicable
502,personal_ap_def,Not Applicable
540,personal_ap_def,Please see my statement regarding relative pitch.
545,personal_ap_def,the ability to identify a pitch categorically without the use of a reference pitch.
593,personal_ap_def,"perception of pitches in terms of an internalized sense of pitch chroma, such that the chroma of every pitch is clear and distinctive for the perceiver."
598,personal_ap_def,"The ability to produce, identify, and label any tone without any external reference, neither provided immediately prior nor some time prior. This ability transcends timbral, registral, and temporal variation.  "
556,personal_ap_def,"NA"
617,personal_ap_def,Not Applicable
621,personal_ap_def,n?A
670,personal_ap_def,"It is the ability to hear, produce, and label musical sounds without reference to other previously known musical sounds."
747,personal_ap_def,not applicable
824,personal_ap_def,"The ability to recognize or produce a named pitch without mental comparisons, thought, or hesitation, in the way that people who can see colors recognize that a stop sign is red."
815,personal_ap_def,"something that you are born with or an ability that is developed when the brain is malleable to do develop it...somewhere up to around age 10. I don't believe you can develop this ability as an adult, once the age window is closed. Some adults who believe they acquired it as an adult may not realize they already had this skill and think they developed it as an adult. I know I banged around a tuning fork as an adult hoping to develop that pitch memory/recognition skill, and well....it never happened!"
695,personal_ap_def,"NA"
769,personal_ap_def,N/A
841,personal_ap_def,n/a
887,personal_ap_def,"So, I would therefore reframe this from the first definition\n\nAbsolute pitch is the musical ability to recognise a pitch or tone as belonging to a tonality and to understand and reproduce the distance between intervallic and harmonic steps and identify the exact frequency and its associated note name.  For example, the musician with absolute pitch can produce a major second interval and know what frequency and associated note name they are presenting. "
830,personal_ap_def,not applicable
900,personal_ap_def,Not Applicable
896,personal_ap_def,"NA"
974,personal_ap_def,not applicable
989,personal_ap_def,Not Applicable
954,personal_ap_def,"Ability to identify pitches without any reference.  Those with strong absolute pitch cannot hear the function of the pitch, they hear pitch with letter names even tonality is established.  They cannot hear function of chords in key (they need to spell pitches before identifying the chords "
922,personal_ap_def,N/A
1011,rep_list_free_response,"original melodies, melodies found in published (public domain) pieces, original harmonic progressions in SATB style, Bach chorales, original rhythms, Classical-era piano sonatas, etc."
1079,rep_list_free_response,"pop/rock music, some folk, classical (i.e., galant, romantic, baroque - including some Bach chorales), early jazz."
1061,rep_list_free_response,"Singing----Fixed-do solfege, using graded materials.   Folk songs.  Bach chorales. Singing of intervals.  Take a musical example with a melody and a bass line ---sing one part and play the other.  Dictation in one and two parts.  Chordal dictation, using chord progressions and chorales.   "
1071,rep_list_free_response,I don't currently teach aural skills. I teach a Fundamentals class. 
1081,rep_list_free_response,"world music folk songs, chorale-style melodies, pre-composed original melodies, melodies in different tuning systems, "
1095,rep_list_free_response,Folk songs\nWestern art music
1129,rep_list_free_response,"folk songs, popular songs, chorales, excerpts from common-practice period repertoire"
1207,rep_list_free_response,Most of the repertoire of the current curriculum is drawn from Karpinski's Anthology. Some popular music is added.
1139,rep_list_free_response,"Bach chorales\nRenaissance choral works\nBach fugues\nBeethoven sonatas\nClassical symphonies, such as Mozart, Haydn etc.\nSchubert songs"
1194,rep_list_free_response,"canonic and noncanonic (pieces by women, persons of color, etc.) baroque, classical, and romantic music; and equally lots of popular musics (pop, rock, jazz standards, broadway, folk, americana, country, R&B) especially post 1980 hits."
1307,rep_list_free_response,"Hymn tunes, chorales, string quartets, symphonies, slow movements of pieces, solo etudes, folk songs, popular songs, electronic dance music with strong bass lines.  "
1446,rep_list_free_response,Chinese folk songs with pentatonic scales.\nThe textbooks of Solfege from China Conservatory of Music/ Shanghai Conservatory of Music/ Central Conservatory of Music.\nSolfege des solfeges.\npolyphony of Игорь Владимирович Способин.\n\n
1501,rep_list_free_response,France Solfeggio，Sposobin.
15,rep_list_free_response,asdfasdf
1480,rep_list_free_response,"Classical,pop,jazz,folk"
1521,rep_list_free_response,classic
1588,rep_list_free_response,中国音乐学院视唱练耳分级教程 中国五声调式民歌与经典旋律
1665,rep_list_free_response,"folk songs, Bach chorales"
1616,rep_list_free_response,"folk songs ,classical song,jazz,popular song"
1677,rep_list_free_response,Chinese folk songs - Yao nationality Dance music
1675,rep_list_free_response,folk songs，classical chorales，jazz
1707,rep_list_free_response,"Vocal music, String Quartet, children's songs, folk songs"
1678,rep_list_free_response,"folk songs，chorales（Bach，Mozart，Bruckner etc.）,classical music works，jazz"
1729,rep_list_free_response,Bach chorales
1727,rep_list_free_response,mozart
1706,rep_list_free_response,"Mozart, requium\nMessiaen, quartet for the end of time\nWestern Art Song"
173,rep_list_free_response,"Folk songs, Bach chorales, standard repertoire from the Western classical canon"
216,rep_list_free_response,"folk songs, popular songs, Bach chorales, composed chord progressions, melodic excerpts from a broad range of repertoire."
226,rep_list_free_response,Use a mixture of melodies and harmonic progressions from various styles of music.
295,rep_list_free_response,"LOTS of art song (especially 19th-c German), some jazz tunes, a lot of Renaissance through 19th-c choral music, and a smattering of gospel tunes for hearing/singing harmony in backing vocals."
303,rep_list_free_response,Any and all repertoire that uses pitched material!
291,rep_list_free_response,popular music
319,rep_list_free_response,I don't teach aural skills.
32,rep_list_free_response,"Lots of different repertoire, from Gregorian chant for work on modes to jazz and 20th century material (like Bartok) "
313,rep_list_free_response,"There is no type of repertoire that I don't use. I have used traditional music from all over the world, I use South and North Indian classical music, I use classical repertoire (all genres), I use jazz, I use popular music, I use Broadway, I have used some North American indigenous music (but with care that I am not using/sharing sacred or other music that the communities in question are not open to sharing). I don't use all of these in every semester, but over the course of a year my students have met at least one example in most of these categories. "
366,rep_list_free_response,"anthology repertoire (specifically Ottman sight-singing text)\npopular music from several genres\ncustomized and improvised melodies, rhythms, and chord progressions"
360,rep_list_free_response,"Bach chorales, Schubert Lieder, Negro spirituals, folk songs"
371,rep_list_free_response,"classical music, pop music, my own made-up melodies"
386,rep_list_free_response,Melodia; Modus Novus; SATB texture (Bach; Franc; Stravinsky; Webern)
427,rep_list_free_response,"Whatever is in the book, so folk songs and Bach chorales. "
395,rep_list_free_response,"Chorales, Mozart, Beethoven, Haydn, Pop songs, Broadway songs, Gospel, the students bring their own examples sometimes. "
401,rep_list_free_response,"music from Karpinski anthology, improvisation, popular music (current top 10 and from the past 50 years), folk music"
466,rep_list_free_response,"Folk songs, lieder, mélodie, art song, music theater, popular songs, jazz standards (from lead sheets), classical repertoire (solo, orchestral, chamber), Bach chorales."
489,rep_list_free_response,"I have never taught aural skills, just first-year written theory."
486,rep_list_free_response,"European-originating art and folk music, afro-diasporic music (jazz, blues, rock, rap, hiphop, bluegrass, etc.), Karnatic ragas, Peking opera patterns."
502,rep_list_free_response,"Folk songs, elementary music education repertoire, bespoke compositions in references (Ottman-Rogers)."
540,rep_list_free_response,Mostly I use selections from Cengage's Music for Sight-Singing and Music for Ear-Training.
545,rep_list_free_response,"Bach chorales, simplifications of chorales, melodic fragments, melodic singing"
593,rep_list_free_response,"Notated and recorded, conventionally tonal Western art music from the eighteenth, nineteenth, and twentieth centuries; excerpts from recordings of tonal Western popular music from the twentieth and twenty-first centuries; a small number of excerpts from non-Western folk and art musics."
598,rep_list_free_response,"I've never been in a position of sufficient seniority, when teaching aural skills classes, to choose my own repertoire."
556,rep_list_free_response,Country Western; film/TV music (especially short excerpts); 2-voice Bach  chorales (BWV 439-507); classical;   
617,rep_list_free_response,"Melodies from common practice symphonies, folk songs, things like Happy Birthday, etc."
621,rep_list_free_response,Bach chorales and more
670,rep_list_free_response,Examples used in the Cleland-Dobrea-Grindahl aural skills text.
747,rep_list_free_response,"Mostly original melodies and harmonic examples, occasionally based on small-c classical melodies explored later in the class period."
824,rep_list_free_response,"Ottman/Rogers, Haydn divertimenti, Renaissance bicinia and motets, chorales, Bach inventions, counterpoint examples from Salzer & Schachter's _Counterpoint in Composition_."
815,rep_list_free_response,all of the above. I use an Anthology that mixes many different source materials
695,rep_list_free_response,"tonal: classical melodies, folk songs, pop tunes\nmodal melodies and scales\nsymmetrical scales\n"
769,rep_list_free_response,"Folk songs, Bach chorales, Tunes in Dr. Karpinski;s Anthology of Sight Singing"
841,rep_list_free_response,"I'm a TA and my instructors mostly decide for me\n\nbut...\n\ntonal: Ottman/Rogers and 18th-century string quartets\npost-tonal: Modus Novus and lieder by Berg and Webern, or sometimes Mamlok etc"
887,rep_list_free_response,"From all musics, it is important that the music used are from outside as well as within Western European Art Musics, further musics should be selected that the group being taught identify with."
900,rep_list_free_response,"popular music, movie themes, western classical repertoire."
896,rep_list_free_response,"Wide variety of melodies, mostly from SS textbooks."
974,rep_list_free_response,"pop tunes, classical rep (Mozart, Beethoven, Schubert), and constructed examples"
989,rep_list_free_response,"I am developing a database of folk songs from all over the world. Music ed is our largest degree, so we sing the folk songs in sight singing, harmonize them and perform sing-and-play exercises with them in piano class, and the students play them on instruments in their methods classes and teach them in elementary methods. We also use melodies from other sources, including classical, jazz, and faculty-composed melodies."
954,rep_list_free_response,"Familiar tunes, Christmas tunes.  Motives and themes from standard repertoire. "
922,rep_list_free_response,"Folk songs, common practice music, pop/rock, film and TV scores"
1011,rep_list_intend_response,rock/pop
1079,rep_list_intend_response,more jazz perhaps?
1061,rep_list_intend_response,More sight-singing and examples from the repertoire (as opposed to an aural skills text book)
1071,rep_list_intend_response,n/a
1081,rep_list_intend_response,more repertoire in diverse tuning systems
112,rep_list_intend_response,"I'd love for our material to be as relevant as possible for our students, so I want to draw on more of the music they already know and like. (That obviously varies widely, depending on the student.) I also want to challenge them to appreciate music that is not in their cultural bubble. To some extent, I can meet both needs to some degree by surveying the class about their tastes at the start, and by integrating my own experience and taste.\n\nWe are in the process of shifting our curriculum to reflect more popular music and to ensure a wide diversity of voices.\n\nIf I had the opportunity, I would like to be able to reach beyond pitch and rhythm based requirements for aural skills. But, I do find them necessary for musicianship, and many students seem to need the entire sequence just to attain some basic fluency with those skills."
1095,rep_list_intend_response,NR
1129,rep_list_intend_response,world musics
1207,rep_list_intend_response,More popular music\nMore music from others part of the world than the West 
1139,rep_list_intend_response,Chinese classcial music
1194,rep_list_intend_response,"I'd like to open up rep to incorporate more non-Western musics, and I am going to need to learn more before I am able to do that as effectively as I have integrated Western popular musics into my teaching."
1307,rep_list_intend_response,"Popular songs, especially the rhythms of hip-hop, metal, and electronic dance music. "
1446,rep_list_intend_response,modern and contemporary music from China
1501,rep_list_intend_response,Art song，Multi-part chorus.
15,rep_list_intend_response,asdfasdf
1480,rep_list_intend_response,"Any repertoire can be taught,depending on what is taught and how it is taught."
1521,rep_list_intend_response,good for singing
1588,rep_list_intend_response,中国传统民间音乐曲目
1665,rep_list_intend_response,"Chopin Mazurka, Beethoven Piano Sonatas"
1616,rep_list_intend_response,mainly classical music such as Schubert and Schumann's art song 
1677,rep_list_intend_response,Western classical music
1675,rep_list_intend_response,add Modern and contemporary works
1707,rep_list_intend_response,"Opera, movie music, jazz, pop music"
1678,rep_list_intend_response,Musical works of all periods
1729,rep_list_intend_response,\nclassical music   folk music
1727,rep_list_intend_response,Moazrt、Haydn
1706,rep_list_intend_response,"I have taught everything that I wished to use in a classroom, unless it is music that I don't know"
173,rep_list_intend_response,Less Western-centric music
216,rep_list_intend_response,Any and all repertoire which helps build in students the aural skills they need to be successful in THEIR chosen musical path in subsequent years.
226,rep_list_intend_response,What I currently use.
285,rep_list_intend_response,"I would love it if there were a Karpinski-style text that focused on pop/rock as much as on Western classical; when I have the time, I plan on figuring out how to shift the focus of my class accordingly."
295,rep_list_intend_response,"Much more early-atonal (or very late tonal) repertoire, particularly music that uses collectional kind of compositional formations."
303,rep_list_intend_response,Pop
288,rep_list_intend_response,I'm pretty happy with our repertoire selections at the moment.
291,rep_list_intend_response,more popular music
319,rep_list_intend_response,"I'd be really curious to see what happened if you made teaching maqamat the main focus. Of course, most of our students would scream. But I bet this would be really great ear training--perhaps they'd then be able to get their microtones right?"
32,rep_list_intend_response,"I would want to highlight works by underrepresented composers that have the same pedagogical effect as a Bach chorale or Schubert melody, but are less popular and introduce students to a wider variety of repertoire"
313,rep_list_intend_response,Iranian and other Middle Eastern music. This is not a musical tradition I use a lot (microtones and alternative tuning systems make it harder to use in a Western classical school/curriculum. Gamelan poses a similar challenge.
366,rep_list_intend_response,"More indigenous repertoire, especially in non 12-TET systems"
360,rep_list_intend_response,"Jazz, gospel, Latino music"
371,rep_list_intend_response,"more pop music, jazz\n"
386,rep_list_intend_response,None in particular.
427,rep_list_intend_response,"More Polish music, music by nineteenth-century women. "
395,rep_list_intend_response,Music the students use in life. 
44,rep_list_intend_response,"Jazz charts, non-equal—tempered music"
401,rep_list_intend_response,"I am happy with what I am teaching, although I would love to allow more opportunities for students to bring music in that we could analyze in some way together."
466,rep_list_intend_response,More popular music and jazz.
453,rep_list_intend_response,jazz
489,rep_list_intend_response,"Our aural skills instructor uses national anthems quite effectively, as they often contain triadic motives or melodies that can readily be related to a triad."
486,rep_list_intend_response,"Indonesian gamelan, maqam, mariachi, South American dance styles."
502,rep_list_intend_response,N/A
545,rep_list_intend_response,I'm given the opportunity to use any appropriate repertoire(s).
593,rep_list_intend_response,"I want to teach more Western popular music and more non-Western musics, although I believe that some styles of the latter should not be taught by instructors who do not have thorough expertise and/or personal connections with the music. I believe that much more research is necessary to support aural skills instruction in Western popular music and especially non-Western musics."
598,rep_list_intend_response,"I would probably use Motown, because the melodic content is quite varied and sophisticated and rhythmically interesting"
556,rep_list_intend_response,I have complete freedom over what rep I use -- so this question does not apply to me.
617,rep_list_intend_response,"Video game music, punk rock"
621,rep_list_intend_response,n/a
670,rep_list_intend_response,I would like to include more non-Western repertoire.
747,rep_list_intend_response,None comes to mind
824,rep_list_intend_response,More early classical music and modern classical music.
695,rep_list_intend_response,I am satisfied with my repertoire
769,rep_list_intend_response,N/A
841,rep_list_intend_response,"not sure, I don't have the same expertise in other rep"
887,rep_list_intend_response,I am given the opportunity!  Rather luckily I am the module leader.
830,rep_list_intend_response,Anything--have not been teaching for years...
900,rep_list_intend_response,20th century music
896,rep_list_intend_response,"Most of what I use is fairly generic or stylistically non-descript. I am using more pop and jazz influenced style in harmonic work, and some in melody."
974,rep_list_intend_response,I'm trying to diversity the repertoire beyond the Western classical repertoire.
989,rep_list_intend_response,"I am continually looking for more sources, although I try to use mostly melodies that support the theory curriculum. We have put in a lot of work to align theory, sight singing, and keyboard curricula. The theory core is western classical, with an option to continue with jazz theory afterwards."
954,rep_list_intend_response,Singing and dictating motives and themes from standard repertoire.  Popular tunes with various 7th chords.\n
922,rep_list_intend_response,The same rep I am currently teaching. I don't have an issue with what I'm doing.
1011,no_notation_list,"singing scale degrees as indicated using solfege hand signs, singing scale degrees as indicated by pointing to solfege syllables written on the board"
1079,no_notation_list,"There are many: pitch matching, distinguish higher/lower, distinguish same/different, singing major scales, singing from solfege, melodic echo (without solfege), singing the tonic of pieces of pop/classical, rhythmic echo, Scale degree ID (e.g., play a progression then play a note in the scale), singing minor scales, singing sequentials, singing chord arpeggiations from RN/FB progressions, melodic echo (with solfege), Chord ID (RNs and bass notes in solfege),  singing guidetones along with pieces of pop/classical, improvisation, melodic dictation (using proto-notation). \n\n"
1061,no_notation_list,"Singing intervals, once given a reference point.   Aural identification of intervals.  Certain rhythm excersices ---a sort of call and response.   Or using two people to teach two against three, for example.  "
1071,no_notation_list,"Choir Builders (looping a four measure four part harmonization of a pop song on solfege); Solfege Echo Chain Singing Game; Add on Scale (Do, Do Re Do, Do Re Mi Re Do etc); Add-On Scale with rests on given syllables; "
1081,no_notation_list,"call and response singing, melodic improvisation, singing arpeggiated chord progressions,  melodic dictation with solfege instead of staff writing. "
112,no_notation_list,"I actually usually do most in-class dictations with solfege only (and sometimes rhythm notation or protonotation.) Harmonic dictations are done with bass in solfege, then soprano and roman numerals. No staff.\n\nI also use handsigns for a significant portion of each class, both singing and short melodic dictation."
1095,no_notation_list,Every one of those listed earlier. Notation is an independent issue. I don't try to teach relative (or absolute) pitch with the complication of notation at first. 
1129,no_notation_list,"melody dictation using solfege, repetition of short melodies or singing in canon to develop memory"
1207,no_notation_list,Improvising\nHarmonic Dictation using our bodies - I would have to explain it\nEcho drills\n
1139,no_notation_list,Canon singing\nSentence improvisation\nimprovisation over a bass pattern\nimprovise fuga answers
1307,no_notation_list,"Identifying or singing back Movable-Do solfege.\nIdentifying or singing back Roman numerals or chord function labels (T-PD-D). \nIdentifying chord quality (major, minor, Mm7, half-diminished, etc.)\nIdentifying cadences by ear.\nIdentifying formal sections of pieces. \nSpeaking back rhythms on Takadimi or clapping them. \nIdentifying the meter of pieces through conducting while listening. "
1446,no_notation_list,"I will play several melodies or rhythmic patterns, allowing my students to imitate the content with singing or clapping."
1501,no_notation_list,No watch music and sing.
15,no_notation_list,asdfasdf
1480,no_notation_list,improvise 
1521,no_notation_list,sing in remember
1588,no_notation_list,模仿
1665,no_notation_list,Model singing
1616,no_notation_list,imitate singing
1677,no_notation_list,Melody model singing
1675,no_notation_list,imitate the rhythm
1707,no_notation_list,Impromptu singing melody
1678,no_notation_list,imitate the tongs、intervals、melodies
1729,no_notation_list,背记旋律，快速背记节奏。不看谱模唱旋律
1727,no_notation_list,lisenning and singing which I play;singing and sighting 
1706,no_notation_list,"Multi-voice sight-singing; students sing a section of music one by one, the next student start from the end of the previous student"
173,no_notation_list,"Dalcroze-inspired activities that involve moving, singing, clapping, etc. without any reference to notation."
216,no_notation_list,I do quite a bit of work around working with pitch in a scale/key context without relying on notation -- scale degree numbers etc.
226,no_notation_list,Sing- Back activities - students sing back melodies in sol-fege.
285,no_notation_list,"Sing-backs, improvisation, solfege/takadimi-only dictation/transcription"
295,no_notation_list,"Virtually none of my warmups involve staff notation, and I have a set of arpeggiation exercises that I have students memorize"
288,no_notation_list,- Call/response melodies\n- Call/response rhythms\n- Longer memorization/sing-back activities\n- Melodic transcription with scale syllables\n- Harmonic dictation with Roman numerals
291,no_notation_list,all of them.
319,no_notation_list,"Again, I only teach written theory. But I think improvised counterpoint exercises would be great here. (Some, e.g., faux-bourdon techniques, would obviously involve some notation--to sing on the book, I guess you do need a book.)"
32,no_notation_list,"Sight-singing, interval practice, listening for musical forms/cadences/modulations "
366,no_notation_list,"transcription of popular music: melodies using solfege, harmonies using Roman numerals\nplaying and singing from lead sheets\nstyle identification\nformal analysis\ninstrument identification\ntimbre identification and replication (using synthesizers)\nidentification of production elements (filters, effects, reverb)"
360,no_notation_list,"singing intervals, chords, scale degrees, melodies"
371,no_notation_list,"singing a heard melody with solfege but not writing it down;  identify keys to which a melody modulates by Roman numerals (modulating to V, for example);  identifying and conducting asymmetrical meters from recordings;  improvisation;  singing from solfege or hand symbol cues rather than from notation"
386,no_notation_list,Aural analysis of all kinds.
427,no_notation_list,Drinking coffee? 
395,no_notation_list,Intervals\nHarmonic progressions\nSinging back melodies heard\nChord progressions in popular and Broadway songs
44,no_notation_list,"Solfege exercises, repeating melodies by ear"
466,no_notation_list,Form ID and discussion; dictation and sight-singing from/using functional notation; harmonic dictation (using RNs and/or chord symbols).
489,no_notation_list,"Not applicable, since I don't teach the subject."
486,no_notation_list,"Kolkattu rhythmic performances, ensemble performances learned by ear and using Nashville numbering system, singing just-tuned intervals to a drone, Pauline Oliveros Deep Listening activities, improvisations based on given scale types, call and response exercises."
